_id,,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,Variação Preço,Rentab.Período,Rentab.Acumulada,Rentab. Patr,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
63137055d2449664b675fea2,210,BTCR11,Títulos e Val. Mob.,"R$ 93,03",7494,"R$ 1,10","1,13%","3,71%","7,52%","13,09%","1,24%","1,25%","1,09%","0,65%","1,79%","15,20%",,"R$ 460.092.226,48","R$ 95,65",97,,0
63137055d2449664b675fea3,211,CEOC11,Lajes Corporativas,"R$ 62,00",1296,"R$ 0,50","0,83%","2,47%","4,93%","9,56%","0,82%","0,82%","0,80%","1,26%","2,10%","10,66%",,"R$ 163.633.334,88","R$ 90,12",69,"0,00%",1
63137055d2449664b675fea4,212,FEXC11,Títulos e Val. Mob.,"R$ 85,89",10985,"R$ 1,05","1,20%","3,84%","7,34%","13,18%","1,28%","1,22%","1,10%","-1,19%","0,00%","6,74%",,"R$ 567.521.520,03","R$ 92,98",92,,0
63137055d2449664b675fea5,213,FAED11,Outros,"R$ 143,10",743,"R$ 1,53","1,12%","3,29%","6,34%","11,20%","1,10%","1,06%","0,93%","0,37%","1,49%","1,68%",,"R$ 138.838.503,88","R$ 216,20",66,"0,00%",3
63137055d2449664b675fea6,214,RBRR11,Títulos e Val. Mob.,"R$ 95,90",27192,"R$ 1,10","1,12%","3,58%","6,98%","12,70%","1,19%","1,16%","1,06%","-1,89%","-0,79%","3,44%",,"R$ 1.046.711.585,04","R$ 96,56",99,,0
63137055d2449664b675fea7,215,MGLG11,Logística,"R$ 49,48",1243,"R$ 0,50","1,21%","3,64%","7,13%","11,20%","1,21%","1,19%","0,93%","-4,02%","-2,86%","-17,40%",,"R$ 73.872.096,87","R$ 39,12",126,"0,00%",3
63137055d2449664b675fea8,216,GCRA11,Híbrido,"R$ 102,18",2454,"R$ 1,25","1,22%","4,19%","0,00%","0,00%","1,40%","0,00%","0,00%","-0,20%","1,01%","7,16%",,"R$ 156.409.799,12","R$ 98,82",103,,0
63137055d2449664b675fea9,217,DVFF11,Híbrido,"R$ 78,69",67,"R$ 0,75","1,13%","3,36%","6,24%","0,00%","1,12%","1,04%","0,00%","-5,75%","-4,68%","-19,10%",,"R$ 100.007.771,70","R$ 90,84",87,,0
63137055d2449664b675feaa,218,BMLC11,Lajes Corporativas,"R$ 100,50",38,"R$ 0,56","0,57%","2,32%","4,50%","8,90%","0,77%","0,75%","0,74%","2,33%","2,91%","14,25%",,"R$ 109.067.209,47","R$ 109,24",92,"7,00%",2
63137055d2449664b675feab,219,GTLG11,,"R$ 99,98",5353,"R$ 0,70","0,70%","2,10%","4,20%","0,00%","0,70%","0,70%","0,00%","-0,48%","0,22%","6,09%",,"R$ 666.861.902,66","R$ 92,97",108,,0
63137055d2449664b675feac,220,RBRL11,Logística,"R$ 94,94",4270,"R$ 0,65","0,74%","2,31%","4,48%","9,27%","0,77%","0,75%","0,77%","3,29%","4,06%","0,04%",,"R$ 723.196.552,96","R$ 108,15",88,"0,00%",6
63137055d2449664b675fead,221,RBRP11,Outros,"R$ 61,50",26673,"R$ 0,45","0,82%","2,32%","4,44%","8,20%","0,77%","0,74%","0,68%","-4,92%","-4,14%","-18,13%",,"R$ 1.000.871.920,39","R$ 82,18",75,"13,00%",17
63137055d2449664b675feae,222,FLCR11,Títulos e Val. Mob.,"R$ 98,16",770,"R$ 1,15","1,16%","4,60%","8,67%","17,13%","1,53%","1,44%","1,43%","-1,33%","-0,18%","9,77%",,"R$ 63.274.311,16","R$ 99,86",98,,0
63137055d2449664b675feaf,223,RECT11,Híbrido,"R$ 63,00",10958,"R$ 0,50","0,83%","2,56%","4,87%","9,31%","0,85%","0,81%","0,78%","6,64%","7,53%","-8,53%",,"R$ 806.023.791,96","R$ 94,34",67,"15,10%",8
63137055d2449664b675feb0,224,RECR11,Títulos e Val. Mob.,"R$ 92,50",46397,"R$ 1,02","1,06%","3,89%","7,93%","14,78%","1,30%","1,32%","1,23%","-3,74%","-2,72%","2,65%",,"R$ 2.523.788.855,81","R$ 95,45",97,,0
63137055d2449664b675feb1,225,RELG11,Híbrido,"R$ 86,12",3143,"R$ 0,95","1,19%","3,72%","6,75%","12,50%","1,24%","1,13%","1,04%","3,92%","5,15%","7,41%",,"R$ 159.659.840,70","R$ 119,63",72,"10,40%",3
63137055d2449664b675feb2,226,ERPA11,,"R$ 135,00",499,"R$ 0,66","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,79%",,"R$ 58.204.304,27","R$ 116,19",116,,0
63137055d2449664b675feb3,227,RCRB11,Lajes Corporativas,"R$ 137,94",3036,"R$ 0,72","0,58%","1,71%","3,07%","6,58%","0,57%","0,51%","0,55%","-1,71%","-1,14%","-1,10%",,"R$ 718.842.771,51","R$ 194,77",71,"28,40%",10
63137055d2449664b675feb4,228,MBRF11,Outros,"R$ 689,98",279,"R$ 10,00","1,69%","5,17%","9,28%","16,21%","1,72%","1,55%","1,35%","-1,36%","0,31%","-16,28%",,"R$ 113.821.070,31","R$ 1.119,58",62,"0,00%",2
63137055d2449664b675feb5,229,ONEF11,Lajes Corporativas,"R$ 163,75",49578,"R$ 0,92","0,57%","1,73%","3,48%","6,79%","0,58%","0,58%","0,57%","1,11%","1,69%","24,24%",,"R$ 159.308.027,83","R$ 174,87",94,"0,00%",1
63137055d2449664b675feb6,230,BLCA11,Lajes Corporativas,"R$ 91,49",5,"R$ 0,51","0,55%","1,60%","3,14%","0,00%","0,53%","0,52%","0,00%","-3,69%","-3,16%","-3,68%",,"R$ 143.099.245,21","R$ 89,44",102,"0,00%",1
63137055d2449664b675feb7,231,CPFF11,Híbrido,"R$ 72,71",6130,"R$ 0,60","0,87%","2,61%","5,19%","10,19%","0,87%","0,86%","0,85%","-0,76%","0,10%","2,93%",,"R$ 419.112.065,05","R$ 76,90",95,,0
63137055d2449664b675feb8,232,RVBI11,Títulos e Val. Mob.,"R$ 80,44",3328,"R$ 0,75","0,98%","2,96%","5,82%","11,22%","0,99%","0,97%","0,93%","1,95%","2,95%","0,81%",,"R$ 123.765.470,49","R$ 85,95",94,,0
63137055d2449664b675feb9,233,CVBI11,Títulos e Val. Mob.,"R$ 92,73",30105,"R$ 1,00","1,03%","3,80%","7,47%","14,06%","1,27%","1,24%","1,17%","-2,73%","-1,73%","4,14%",,"R$ 1.099.164.263,13","R$ 99,83",93,,0
63137055d2449664b675feba,234,IBFF11,Títulos e Val. Mob.,"R$ 66,40",1924,"R$ 0,30","0,44%","2,01%","4,58%","9,52%","0,67%","0,76%","0,79%","7,50%","7,98%","19,59%",,"R$ 48.361.846,89","R$ 72,54",92,,0
63137055d2449664b675febb,235,IBCR11,Títulos e Val. Mob.,"R$ 89,92",634,"R$ 1,25","1,38%","4,12%","8,41%","0,00%","1,37%","1,40%","0,00%","-2,58%","-1,23%","2,95%",,"R$ 93.170.093,40","R$ 97,21",92,,0
63137055d2449664b675febc,236,RBRY11,Títulos e Val. Mob.,"R$ 104,29",11547,"R$ 1,35","1,33%","3,94%","7,46%","13,52%","1,31%","1,24%","1,13%","0,18%","1,51%","3,43%",,"R$ 401.515.245,72","R$ 102,43",102,,0
63137055d2449664b675febd,237,RBRF11,Títulos e Val. Mob.,"R$ 75,23",17763,"R$ 0,60","0,85%","2,71%","5,18%","10,03%","0,90%","0,86%","0,84%","3,11%","3,99%","3,68%",,"R$ 1.149.405.774,49","R$ 84,02",90,,0
63137055d2449664b675febe,238,IRIM11,Híbrido,"R$ 104,97",975,"R$ 1,65","1,61%","4,54%","8,60%","0,00%","1,51%","1,43%","0,00%","-1,01%","0,59%","1,58%",,"R$ 130.503.385,72","R$ 100,39",105,,0
63137055d2449664b675febf,239,IRDM11,Títulos e Val. Mob.,"R$ 101,56",45912,"R$ 1,33","1,30%","3,81%","7,19%","13,74%","1,27%","1,20%","1,15%","-2,98%","-1,72%","0,45%",,"R$ 3.149.582.133,20","R$ 95,31",107,,0
63137055d2449664b675fec0,240,GAME11,Híbrido,"R$ 9,69",24572,"R$ 0,13","1,32%","4,31%","8,00%","0,00%","1,44%","1,33%","0,00%","-1,00%","0,30%","-1,39%",,"R$ 198.983.105,99","R$ 9,66",100,,0
63137055d2449664b675fec1,241,MGHT11,Hotel,"R$ 74,07",717,"R$ 0,80","1,23%","3,68%","6,60%","11,49%","1,23%","1,10%","0,96%","1,31%","2,56%","-20,55%",,"R$ 113.860.987,10","R$ 86,67",85,,0
63137055d2449664b675fec2,242,VGIA11,Títulos e Val. Mob.,"R$ 10,20",198196,"R$ 0,17","1,64%","4,58%","8,71%","0,00%","1,53%","1,45%","0,00%","2,78%","4,47%","7,76%",,"R$ 95.747.517,22","R$ 9,51",107,,0
63137055d2449664b675fec3,243,VGIP11,Outros,"R$ 90,99",35905,"R$ 1,00","1,07%","4,26%","8,34%","16,25%","1,42%","1,39%","1,35%","-5,63%","-4,62%","1,48%",,"R$ 1.076.770.309,25","R$ 91,35",100,,0
63137055d2449664b675fec4,244,VGIR11,Títulos e Val. Mob.,"R$ 100,40",30444,"R$ 1,30","1,28%","3,78%","7,35%","12,23%","1,26%","1,23%","1,02%","1,52%","2,82%","8,34%",,"R$ 729.972.953,61","R$ 96,42",104,,0
63137055d2449664b675fec5,245,MCHF11,Títulos e Val. Mob.,"R$ 9,56",112670,"R$ 0,12","1,26%","3,68%","6,95%","0,00%","1,23%","1,16%","0,00%","0,74%","2,01%","1,70%",,"R$ 312.636.898,43","R$ 9,68",99,,0
63137055d2449664b675fec6,246,MCCI11,Títulos e Val. Mob.,"R$ 96,14",39664,"R$ 1,10","1,13%","3,37%","6,36%","12,25%","1,12%","1,06%","1,02%","-1,02%","0,10%","3,03%",,"R$ 1.411.454.086,46","R$ 96,71",99,,0
63137055d2449664b675fec7,247,CPTS11,Títulos e Val. Mob.,"R$ 89,79",45536,"R$ 1,10","1,23%","3,63%","7,07%","13,39%","1,21%","1,18%","1,12%","-1,53%","-0,32%","-0,08%",,"R$ 2.612.266.966,14","R$ 93,39",96,,0
63137055d2449664b675fec8,248,GCRI11,Títulos e Val. Mob.,"R$ 95,27",471,"R$ 1,25","1,31%","4,25%","8,67%","15,50%","1,42%","1,45%","1,29%","-1,94%","-0,66%","6,78%",,"R$ 98.377.736,44","R$ 98,35",97,,0
63137055d2449664b675fec9,249,GCFF11,Títulos e Val. Mob.,"R$ 72,99",565,"R$ 0,76","1,06%","3,23%","6,29%","11,81%","1,08%","1,05%","0,98%","2,74%","3,83%","-4,31%",,"R$ 30.096.700,62","R$ 88,89",82,,0
63137055d2449664b675feca,250,MORE11,Títulos e Val. Mob.,"R$ 72,15",8643,"R$ 0,65","0,94%","3,30%","6,25%","11,57%","1,10%","1,04%","0,96%","6,80%","7,80%","-2,33%",,"R$ 202.952.841,10","R$ 87,51",82,,0
63137055d2449664b675fecb,251,MGCR11,Títulos e Val. Mob.,"R$ 91,33",1199,"R$ 1,35","1,57%","4,35%","7,99%","14,12%","1,45%","1,33%","1,18%","0,30%","1,88%","6,84%",,"R$ 135.199.801,61","R$ 95,06",96,,0
63137055d2449664b675fecc,252,NAVT11,Títulos e Val. Mob.,"R$ 77,23",1791,"R$ 0,85","1,15%","3,50%","6,84%","11,97%","1,17%","1,14%","1,00%","2,37%","3,56%","9,56%",,"R$ 95.026.051,40","R$ 90,11",86,,0
63137055d2449664b675fecd,253,BLCP11,Outros,"R$ 88,96",745,"R$ 0,52","0,61%","1,76%","3,55%","6,62%","0,59%","0,59%","0,55%","-0,05%","0,56%","10,73%",,"R$ 225.875.176,13","R$ 98,37",90,"6,20%",2
63137055d2449664b675fece,254,AFHI11,Títulos e Val. Mob.,"R$ 99,80",5983,"R$ 1,30","1,31%","4,08%","8,01%","15,22%","1,36%","1,34%","1,27%","-0,32%","0,98%","6,69%",,"R$ 173.824.946,40","R$ 97,24",103,,0
63137055d2449664b675fecf,255,OUFF11,Títulos e Val. Mob.,"R$ 65,58",16750,"R$ 0,75","1,15%","3,47%","6,65%","12,32%","1,16%","1,11%","1,03%","2,54%","3,72%","7,68%",,"R$ 139.833.493,16","R$ 77,07",85,,0
63137055d2449664b675fed0,256,OURE11,Títulos e Val. Mob.,"R$ 80,99",1648,"R$ 1,15","1,42%","4,22%","7,47%","14,42%","1,41%","1,25%","1,20%","0,27%","1,70%","1,91%",,"R$ 99.254.299,76","R$ 92,15",88,,0
63137055d2449664b675fed1,257,CORM11,Híbrido,"R$ 81,00",412,"R$ 0,77","0,90%","2,76%","5,35%","11,38%","0,92%","0,89%","0,95%","-2,97%","-2,10%","-4,27%",,"R$ 92.123.992,72","R$ 90,56",89,,0
63137055d2449664b675fed2,258,TRNT11,Lajes Corporativas,"R$ 119,95",1,"R$ 0,30","0,26%","1,07%","2,18%","4,21%","0,36%","0,36%","0,35%","2,69%","2,96%","8,43%",,"R$ 796.883.036,16","R$ 202,48",59,"49,90%",1
63137055d2449664b675fed3,259,BRLA11,Híbrido,"R$ 137,62",1,"R$ 1,09","0,79%","1,50%","3,62%","6,30%","0,50%","0,60%","0,52%","0,00%","0,79%","4,36%",,"R$ 343.097.427,78","R$ 158,19",87,,0
63137055d2449664b675fed4,260,ARCT11,Híbrido,"R$ 100,52",8829,"R$ 1,02","1,00%","3,79%","8,74%","16,82%","1,26%","1,46%","1,40%","-4,84%","-3,89%","3,29%",,"R$ 288.419.391,70","R$ 100,20",100,,4
63137055d2449664b675fed5,261,RZAK11,Títulos e Val. Mob.,"R$ 98,98",14971,"R$ 1,50","1,52%","5,03%","9,47%","16,17%","1,68%","1,58%","1,35%","0,23%","1,75%","15,59%",,"R$ 282.821.145,09","R$ 94,22",105,,0
63137055d2449664b675fed6,262,AFOF11,Títulos e Val. Mob.,"R$ 90,30",1708,"R$ 1,06","1,21%","3,59%","7,00%","12,92%","1,20%","1,17%","1,08%","-1,47%","-0,28%","4,74%",,"R$ 67.881.547,92","R$ 98,21",92,,0
63137055d2449664b675fed7,263,BLMC11,Outros,"R$ 84,91",138,"R$ 1,17","1,37%","3,98%","7,52%","13,98%","1,33%","1,25%","1,16%","-1,71%","-0,37%","-5,14%",,"R$ 39.210.716,39","R$ 98,15",87,,0
63137055d2449664b675fed8,264,RECX11,Outros,"R$ 75,00",87,"R$ 0,80","1,12%","2,91%","5,81%","11,88%","0,97%","0,97%","0,99%","-8,11%","-7,08%","-19,38%",,"R$ 18.909.897,31","R$ 86,62",87,,0
63137055d2449664b675fed9,265,SNFF11,Títulos e Val. Mob.,"R$ 87,00",7102,"R$ 0,65","0,71%","2,94%","5,25%","9,65%","0,98%","0,88%","0,80%","3,41%","4,14%","10,93%",,"R$ 228.274.891,17","R$ 91,31",95,,0
63137055d2449664b675feda,266,SNCI11,Títulos e Val. Mob.,"R$ 100,58",15009,"R$ 1,25","1,23%","3,82%","7,78%","0,00%","1,27%","1,30%","0,00%","-2,08%","-0,88%","6,80%",,"R$ 252.128.060,08","R$ 100,85",100,,0
63137055d2449664b675fedb,267,MATV11,Títulos e Val. Mob.,"R$ 95,99",177,"R$ 1,10","1,13%","3,80%","7,58%","0,00%","1,27%","1,26%","0,00%","-2,67%","-1,57%","7,94%",,"R$ 33.257.502,10","R$ 95,77",100,,0
63137055d2449664b675fedc,268,BTLG11,Logística,"R$ 102,57",48817,"R$ 0,74","0,73%","2,27%","4,37%","8,50%","0,76%","0,73%","0,71%","3,89%","4,64%","4,61%",,"R$ 1.504.876.179,16","R$ 98,82",104,,16
63137055d2449664b675fedd,269,MCHY11,Títulos e Val. Mob.,"R$ 107,60",11,"R$ 1,40","1,29%","3,82%","7,51%","13,12%","1,27%","1,25%","1,09%","1,06%","2,36%","6,97%",,"R$ 378.460.842,38","R$ 105,43",102,,0
63137055d2449664b675fede,270,BTAL11,Outros,"R$ 100,00",7808,"R$ 0,83","0,87%","2,59%","5,11%","10,20%","0,86%","0,85%","0,85%","3,12%","4,01%","8,01%",,"R$ 640.913.930,58","R$ 107,13",93,,7
63137055d2449664b675fedf,271,MORC11,Títulos e Val. Mob.,"R$ 95,34",1289,"R$ 1,30","1,36%","4,29%","8,71%","0,00%","1,43%","1,45%","0,00%","-2,39%","-1,07%","5,67%",,"R$ 78.429.486,55","R$ 100,56",95,,0
63137055d2449664b675fee0,272,CCRF11,Títulos e Val. Mob.,"R$ 95,50",49,"R$ 1,10","1,11%","3,77%","7,30%","0,00%","1,26%","1,22%","0,00%","-0,02%","1,09%","7,97%",,"R$ 159.364.709,06","R$ 101,38",94,,0
63137055d2449664b675fee1,273,EQIR11,Títulos e Val. Mob.,"R$ 98,54",10,"R$ 1,10","1,15%","3,52%","6,80%","0,00%","1,17%","1,13%","0,00%","-1,00%","0,13%","5,94%",,"R$ 50.869.350,45","R$ 101,23",97,,0
63137055d2449664b675fee2,274,ERCR11,Híbrido,"R$ 76.000,00",1,"R$ 783,96","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,"R$ 166.082.499,49","R$ 69.900,04",109,,0
63137055d2449664b675fee3,275,XPML11,Shoppings,"R$ 104,00",35287,"R$ 0,70","0,68%","2,12%","4,19%","7,96%","0,71%","0,70%","0,66%","10,98%","11,73%","15,63%",,"R$ 1.853.519.855,76","R$ 99,22",105,"3,90%",16
63137055d2449664b675fee4,276,FCFL11,Outros,"R$ 122,41",770,"R$ 0,87","0,74%","2,21%","4,37%","8,67%","0,74%","0,73%","0,72%","4,99%","5,76%","9,03%",,"R$ 363.962.873,44","R$ 104,77",117,"0,00%",1
63137055d2449664b675fee5,277,ALZR11,Logística,"R$ 117,49",10856,"R$ 0,78","0,67%","2,04%","4,06%","7,68%","0,68%","0,68%","0,64%","3,33%","4,02%","5,71%",,"R$ 642.298.148,70","R$ 108,46",108,"0,00%",15
63137055d2449664b675fee6,278,FLRP11,Shoppings,"R$ 1.580,00",9,"R$ 10,00","0,63%","2,33%","4,70%","8,08%","0,78%","0,78%","0,67%","5,48%","6,14%","38,89%",,"R$ 112.693.577,60","R$ 1.727,58",91,"2,01%",1
63137055d2449664b675fee7,279,CNES11,Lajes Corporativas,"R$ 35,80",57,"R$ 0,10","0,26%","0,83%","1,49%","3,62%","0,28%","0,25%","0,30%","9,28%","9,57%","9,97%",,"R$ 257.461.125,79","R$ 87,30",41,"56,70%",1
63137055d2449664b675fee8,280,BTRA11,Outros,"R$ 86,97",6357,"R$ 0,70","0,74%","2,46%","5,21%","10,20%","0,82%","0,87%","0,85%","17,36%","18,23%","2,45%",,"R$ 348.490.615,97","R$ 103,58",84,,0
63137055d2449664b675fee9,281,EDGA11,Lajes Corporativas,"R$ 20,19",3553,"R$ 0,09","0,47%","2,12%","4,51%","7,21%","0,71%","0,75%","0,60%","8,99%","9,50%","-4,41%",,"R$ 252.351.519,37","R$ 66,20",30,"48,81%",1
63137055d2449664b675feea,282,LASC11,Shoppings,"R$ 92,00",12,"R$ 0,36","0,39%","1,46%","3,26%","6,79%","0,49%","0,54%","0,57%","0,00%","0,39%","6,89%",,"R$ 282.238.377,82","R$ 112,08",82,"2,40%",3
